GENE	gene	condition
WAS	WAS	WAS Del/Dup
WAS	WAS	WAS Gene Sequencing
WDR62	WDR62	Microcephaly Panel
WFS1	WFS1	Combined Mito Genome Plus Mito Nuclear Gene Panel
WFS1	WFS1	Comprehensive Mitochondrial Nuclear Gene Panel
WFS1	WFS1	Progressive External Ophthalmoplegia (PEO)/Optic Atrophy Nuclear Gene Panel
WNK1	WNK1	Hereditary Neuropathy Panel
WNT10A	WNT10A	WNT10A Del/Dup
WNT10A	WNT10A	WNT10A Gene Sequencing
WT1	WT1	PAX6 Gene Sequencing & Del/Dup Panel
WT1	WT1	XBack To Top
WT1	WT1	XLRS1 (RS1)
WT1	WT1	XLRS1 (RS1) Del/Dup (Females)
WT1	WT1	XLRS1 (RS1) Gene Sequencing
XRCC2	XRCC2	Pancreatic Cancer Panel
XRCC2	XRCC2	Breast/Ovarian Cancer Panel
XRCC2	XRCC2	OncoGeneDx Custom Panel
XRCC2	XRCC2	Comprehensive Cancer Panel
XRCC2	XRCC2	YBack To Top
YARS2	YARS2	Combined Mito Genome Plus Mito Nuclear Gene Panel
YARS2	YARS2	Comprehensive Mitochondrial Nuclear Gene Panel
YARS2	YARS2	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
YARS2	YARS2	ZBack To Top
ZAP70	ZAP70	B-positive SCID Panel
ZAP70	ZAP70	Comprehensive SCID Panel
ZEB2	ZEB2	Rett/Angelman Syndrome Panel
ZEB2	ZEB2	Microcephaly Panel
ZEB2	ZEB2	Childhood-Onset Epilepsy Panel
ZEB2	ZEB2	Infantile Epilepsy Panel
ZEB2	ZEB2	Comprehensive Epilepsy Panel
ZIC2	ZIC2	ZIC2 Del/Dup
ZIC2	ZIC2	Holoprosencephaly Panel & Del/Dup
ZIC2	ZIC2	Prenatal Holoprosencephaly Panel & Del/Dup
ZMPSTE24	ZMPSTE24	Congenital Ichthyosis XomeDxSlice
